OTU_IDs	Poiss_Coeff	Poiss_pval	Poiss_qval	NB_Coeff	NB_pval	NB_qval	ZINB_Coeff	ZINB_pval	ZINB_qval	mean in group Lean	mean in group Not_Lean	Lean_minus_Not_Lean_mean	ttest_pval	ttest_qval	KW_pval	KW_qval	NB_Coeff_Estimate_Error	# of 0's in Lean	# of 0's in Not_Lean	# of non-zeroes in Lean	# of non-zeroes in Not_Lean	Total count in Lean	Total count in Not_Lean	mean_otu	variance_otu	var/mean ratio	Shapiro_Wilk_Normality_pvalue	taxonomy	pois_filt_pval	pois_filt_qval	nb_filt_pval	nb_filt_qval	zinb_filt_pval	zinb_filt_qval	aic.pois	aic.nb	aic.zinb	bic.pois	bic.nb	bic.zinb	aic.filt.pois	aic.filt.nb	aic.filt.zinb	bic.filt.pois	bic.filt.nb	bic.filt.zinb	aic.nonfilt.best	bic.nonfilt.best	aic.filt.best	bic.filt.best
588755	0.277272727844909	0.364375918407894	0.761914257684243	0.277272727272728	0.364401942483138	0.999996762100542	0.277258949888827	0.364382400372634	0.976695094077547	0.0163934426229508	0.00454545454545455	0.0118479880774963	0.488470104826817	0.66171223029863	0.330920812764377	0.745183545897382	yes	60	219	1	1	1	1	0.00711743772241993	0.00709201830198272	0.996428571428572	6.3110444314492e-35	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae; g__Enterococcus; s__	1	1	NA	NA	NA	NA	27.0090028210513	29.0091556167486	31.0090987060385	34.2857121597188	39.9242196247498	45.5625173833734	4.00000000077495	NA	NA	11.2767093394424	NA	NA	Poisson	Poisson	Poisson	Poisson
586517	1.75606060606061	0.0103618349199505	0.04441270580798	1.7560606060606	0.47620771239473	0.999996762100542	1.75667680531318	0.476177482112095	0.999853324140808	0.39344262295082	0.690909090909091	-0.297466467958271	0.408484855574721	0.608272704784385	0.40120756302493	0.768187528833386	no	53	200	8	20	24	152	0.626334519572954	16.7348754448399	26.71875	7.33880613576595e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	NA	NA	NA	NA	1175.79301204011	330.914215407638	332.914475515936	1183.06972137878	341.829279415639	347.467894193271	4.00000000070273	NA	NA	11.2767093393702	NA	NA	NB	NB	Poisson	Poisson
2017729	3.2579545605026	0.0233481668857615	0.0891679641386657	3.25795454545454	0.12104826150796	0.650113671933606	3.25791778922923	0.121050295879097	0.601944094262176	0.0655737704918033	0.213636363636364	-0.14806259314456	0.0797427935444633	0.527403331049286	0.117347396502236	0.502613198391823	no	59	199	2	21	4	47	0.181494661921708	0.79908490086426	4.40280112044818	8.06873225206362e-33	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	344.00701221677	230.942073665005	232.942308015681	351.283721555438	241.857137673007	247.495726693016	4.00000000071662	NA	NA	11.2767093393841	NA	NA	NB	NB	Poisson	Poisson
345717	4.62536186102579e-09	0.996739238276112	0.997505844537157	1.7015755366696e-09	0.997919192174135	0.999996762100542	4.623776577301e-09	0.998033225051732	0.999853324140808	0.0163934426229508	0	0.0163934426229508	0.321326503293247	0.527403331049286	0.0575521401462216	0.314025307552401	yes	60	220	1	0	1	0	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Oscillospira; s__	1	1	NA	NA	NA	NA	14.2217477617099	16.2217602969213	18.2217876542803	21.4984571003774	27.1368243049225	32.7752063316152	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
133341	22052963.4272455	0.997505844537087	0.997505844537157	59946169.7495612	0.998397750398271	0.999996762100542	22134569.7644898	0.99848968482189	0.999853324140808	0	0.00454545454545455	-0.00454545454545455	0.318414134768154	0.527403331049286	0.598494364974918	0.768187528833386	yes	61	219	0	1	0	1	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__	1	1	NA	NA	NA	NA	16.7872551178508	18.7872932072994	20.7873292114147	24.0639644565183	29.7023572153006	35.3407478887496	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
4314716	22052963.4295161	0.9975058445371	0.997505844537157	59946169.7499454	0.998397750398342	0.999996762100542	22134568.0190509	0.998489689305188	0.999853324140808	0	0.00454545454545455	-0.00454545454545455	0.318414134768154	0.527403331049286	0.598494364974918	0.768187528833386	yes	61	219	0	1	0	1	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Epulopiscium; s__	1	1	NA	NA	NA	NA	16.7872551178508	18.7872932073071	20.7873292097397	24.0639644565183	29.7023572153084	35.3407478870747	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
182065	2.58787878787912	0.117539197458343	0.328930208850413	2.58787878787882	0.192934189638668	0.827999415807953	2.47766044292421	0.211105056290345	0.799329824788685	0.0491803278688525	0.127272727272727	-0.0780923994038748	0.110809106182007	0.527403331049286	0.163084437130984	0.590834803988953	no	59	201	2	19	3	28	0.110320284697509	0.198500254194204	1.79930875576037	8.21681053164987e-32	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__	1	1	NA	NA	NA	NA	216.384357883704	192.844918676081	194.628618888504	223.661067222371	203.759982684082	209.182037565839	4.00000000072217	NA	NA	11.2767093393897	NA	NA	NB	NB	Poisson	Poisson
4305923	0.463104448743801	6.9552492552814e-17	1.407021164161e-15	0.463104448742746	0.508829506818537	0.999996762100542	0.463106415913946	0.508831009952746	0.999853324140808	3.08196721311475	1.42727272727273	1.65469448584203	0.581236090244645	0.736762943819042	0.143672821800532	0.567009358868863	no	54	207	7	13	188	314	1.7864768683274	270.904245043213	151.641619237336	1.49740359417886e-34	k__Bacteria; p__Tenericutes; c__Mollicutes; o__RF39; f__; g__; s__	1	1	NA	NA	NA	NA	4159.50151490778	274.403542407458	276.403720799752	4166.77822424645	285.318606415459	290.957139477087	4.00000000072495	NA	NA	11.2767093393924	NA	NA	NB	NB	Poisson	Poisson
190335	16469285.9674077	0.989015299601732	0.997505844537157	44768160.7719267	0.992936363469703	0.999996762100542	43007462.0277551	0.99563925359475	0.999853324140808	0	0.0681818181818182	-0.0681818181818182	0.000956868108994761	0.227678558891655	0.0627906897784756	0.328015695182879	no	61	208	0	12	0	15	0.0533807829181495	0.0721403152008134	1.35142857142857	6.38089446383109e-33	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__; s__	1	1	NA	NA	NA	NA	118.726203945937	114.475073743257	115.691589594723	126.002913284604	125.390137751259	130.245008272058	4.00000000074717	NA	NA	11.2767093394147	NA	NA	NB	NB	Poisson	Poisson
190332	0.110909090909095	0.00857973888059766	0.0376708470821392	0.110909090909091	0.0676247418676642	0.511587728644296	0.0979064699060823	0.0273595918472774	0.281777508655002	0.0819672131147541	0.00909090909090909	0.072876304023845	0.221466264054061	0.527403331049286	0.162336396650799	0.590834803988953	no	59	218	2	2	5	2	0.0249110320284698	0.0529486527707168	2.12551020408163	1.55652440571866e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	NA	NA	NA	NA	66.7860942801378	54.7496700928262	54.3014214123465	74.0628036188053	65.6647341008275	68.8548400896815	4.00000000076939	NA	NA	11.2767093394369	NA	NA	ZINB	NB	Poisson	Poisson
1086889	0.092424242435285	3.71212792377421e-05	0.000263320035320191	0.0924242424242438	0.000592242150461647	0.0359666460633939	0.09242668623793	0.000592344469069121	0.0301562014359132	0.19672131147541	0.0181818181818182	0.178539493293592	0.0925121539606876	0.527403331049286	0.000570221317999881	0.0353926004422199	no	54	216	7	4	12	4	0.0569395017793594	0.161032028469751	2.828125	4.76663765454657e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__[Tissierellaceae]; g__WAL_1855D; s__	1	1	NA	NA	NA	NA	120.240381051127	104.941740717431	106.9418930094	127.517090389795	115.856804725433	121.495311686735	4.00000000074995	NA	NA	11.2767093394174	NA	NA	NB	NB	Poisson	Poisson
199300	26860896.4670404	0.99314117662333	0.997505844537157	73015486.7661626	0.995596689471024	0.999996762100542	96283451.2456354	0.997638714758976	0.999853324140808	0	0.0409090909090909	-0.0409090909090909	0.0122269486016713	0.492278261363454	0.159058619842509	0.590834803988953	no	61	213	0	7	0	9	0.0320284697508897	0.0453990849008643	1.41746031746032	7.75692953564824e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	1	1	NA	NA	NA	NA	82.3078423503361	77.8572051135892	79.228481445036	89.5845516890036	88.7722691215904	93.781900122371	4.00000000076106	NA	NA	11.2767093394285	NA	NA	NB	NB	Poisson	Poisson
193829	22052963.4298195	0.997505844537089	0.997505844537157	59946169.7584915	0.998397750398352	0.999996762100542	22134567.7665936	0.998489684404116	0.999853324140808	0	0.00454545454545455	-0.00454545454545455	0.318414134768154	0.527403331049286	0.598494364974918	0.768187528833386	yes	61	219	0	1	0	1	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae; g__Akkermansia; s__muciniphila	1	1	NA	NA	NA	NA	16.7872551178508	18.787293207236	20.7873292094991	24.0639644565183	29.7023572152372	35.3407478868341	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
192424	3.14325927423024e-09	0.994515729774874	0.997505844537157	1.15634046526399e-09	0.996503701761426	0.999996762100542	3.13978050962941e-09	0.996675303733376	0.999853324140808	0.0655737704918033	0	0.0655737704918033	0.208534158544787	0.527403331049286	0.00713416325241179	0.119530060382433	yes	59	220	2	0	4	0	0.0142348754448399	0.035510930350788	2.49464285714286	5.05664890827197e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__	1	1	NA	NA	NA	NA	37.3801550535742	39.3795355639886	30.926049778214	44.6568643922417	50.2945995719898	45.479468455549	4.00000000077495	NA	NA	11.2767093394424	NA	NA	ZINB	Poisson	Poisson	Poisson
167468	22052963.4285844	0.997505844537057	0.997505844537157	59946169.7519377	0.998397750398311	0.999996762100542	22134578.6646834	0.998489684815167	0.999853324140808	0	0.00454545454545455	-0.00454545454545455	0.318414134768154	0.527403331049286	0.598494364974918	0.768187528833386	yes	61	219	0	1	0	1	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Veillonellaceae; g__Phascolarctobacterium; s__	1	1	NA	NA	NA	NA	16.7872551178508	18.7872932073024	20.7873292198113	24.0639644565183	29.7023572153036	35.3407478971463	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
2689396	16225663.7235406	0.995962468465079	0.997505844537157	44105926.8561562	0.997403602206906	0.999996762100542	16247233.7489827	0.997554620848163	0.999853324140808	0	0.00909090909090909	-0.00909090909090909	0.157771536537237	0.527403331049286	0.455660502755294	0.768187528833386	yes	61	218	0	2	0	2	0.00711743772241993	0.00709201830198272	0.996428571428572	6.3110444314492e-35	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae; g__; s__	1	1	NA	NA	NA	NA	26.8019215315238	28.8019974856752	30.8019374295686	34.0786308701913	39.7170614936764	45.3553561069036	4.00000000077495	NA	NA	11.2767093394424	NA	NA	Poisson	Poisson	Poisson	Poisson
1076969	22052963.4285018	0.997505844537113	0.997505844537157	59946169.7573676	0.998397750398308	0.999996762100542	22134567.3429663	0.998489689266977	0.999853324140808	0	0.00454545454545455	-0.00454545454545455	0.318414134768154	0.527403331049286	0.598494364974918	0.768187528833386	yes	61	219	0	1	0	1	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__	1	1	NA	NA	NA	NA	16.7872551178508	18.7872932072767	20.7873292090961	24.0639644565183	29.7023572152779	35.3407478864311	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
3550973	4.6253618610287e-09	0.996739238276109	0.997505844537157	1.70157553663976e-09	0.997919192174132	0.999996762100542	4.62377657748389e-09	0.998033228800738	0.999853324140808	0.0163934426229508	0	0.0163934426229508	0.321326503293247	0.527403331049286	0.0575521401462216	0.314025307552401	yes	60	220	1	0	1	0	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	NA	NA	NA	NA	14.2217477617099	16.2217602966521	18.2217876543014	21.4984571003774	27.1368243046533	32.7752063316363	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
168260	0.316883116920705	0.0263830358311638	0.0978349182246575	0.31688311688312	0.368288295816193	0.999996762100542	1.01248087919426	0.983498280548271	0.999853324140808	0.114754098360656	0.0363636363636364	0.0783904619970194	0.26918040591004	0.527403331049286	0.0912240230378394	0.419418709110558	no	58	217	3	3	7	8	0.0533807829181495	0.150711743772242	2.82333333333333	4.715305143144e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__obeum	1	1	NA	NA	NA	NA	133.63220234626	85.4487510547856	83.6603614685161	140.908911684928	96.3638150627868	98.2137801458511	4.00000000076384	NA	NA	11.2767093394313	NA	NA	ZINB	NB	Poisson	Poisson
157382	0.138636363636384	0.0225144910955026	0.0863582919210491	0.138636363636363	0.359634892530693	0.999996762100542	0.324175282910212	0.352017207980763	0.976695094077547	0.0655737704918033	0.00909090909090909	0.0564828614008942	0.396813874667609	0.596945504237094	0.327891645527597	0.745183545897382	no	60	219	1	1	4	2	0.0213523131672598	0.0709710218607016	3.32380952380952	5.82699290923336e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	NA	NA	NA	NA	64.3409595094128	37.5542164287013	36.9860253056575	71.6176688480803	48.4692804367025	51.5394439829925	4.00000000077495	NA	NA	11.2767093394424	NA	NA	ZINB	NB	Poisson	Poisson
364179	0.693181836617581	0.448046724967819	0.886386087258109	0.693181818181838	0.736446848117783	0.999996762100542	0.693214787872039	0.736481288995783	0.999853324140808	0.0983606557377049	0.0681818181818182	0.0301788375558867	0.658153982990093	0.797788960295581	0.0132014662674591	0.174170069451357	no	56	216	5	4	6	15	0.0747330960854092	0.476537874936451	6.3765306122449	1.42326522639793e-34	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__	1	1	NA	NA	NA	NA	192.173897510835	111.083475984856	113.083557007965	199.450606849503	121.998539992857	127.6369756853	4.0000000007555	NA	NA	11.276709339423	NA	NA	NB	NB	Poisson	Poisson
157387	12035927.5987354	0.970709662544252	0.997505844537157	4507302862047836	0.999996652937702	0.999996762100542	3456311954.26669	0.998587363554254	0.999853324140808	0	0.368181818181818	-0.368181818181818	0.13064983944725	0.527403331049286	0.289696623096703	0.745183545897382	yes	61	216	0	4	0	81	0.288256227758007	10.1558973055414	35.2321869488536	8.29703034674275e-35	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__	1	1	NA	NA	NA	NA	736.645462215196	738.47175573773	79.5100465584485	743.922171553864	749.386819745731	94.0634652357835	4.00000000076939	NA	NA	11.2767093394369	NA	NA	ZINB	ZINB	Poisson	Poisson
363389	0.40728577592838	1.28978269339004e-23	3.45332993691e-22	0.407285776424534	0.300524645221171	0.997218182966584	0.40728162205132	0.300491277872585	0.945311451558398	3.42622950819672	1.39545454545455	2.03077496274218	0.462923888549308	0.656921350807046	0.470268949946395	0.768187528833386	no	56	194	5	26	209	307	1.83629893238434	142.901677681749	77.8204872646733	9.4000935057167e-34	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__	1	1	NA	NA	NA	NA	3426.37870650577	396.920187708522	398.920264034184	3433.65541584443	407.835251716523	413.473682711519	4.0000000006944	NA	NA	11.2767093393619	NA	NA	NB	NB	Poisson	Poisson
190154	0.87142857180853	0.582799247511024	0.997505844537157	0.87142857142857	0.761412025378636	0.999996762100542	0.892371611036379	0.810254818200128	0.999853324140808	0.344262295081967	0.3	0.0442622950819672	0.733932529393969	0.839878373255784	0.311181531203668	0.745183545897382	no	49	189	12	31	21	66	0.309608540925267	0.914514489069649	2.95377668308703	4.64330262472671e-30	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	1	1	NA	NA	NA	NA	476.584367071601	366.331235552302	368.310234102973	483.861076410269	377.246299560303	382.863652780308	4.00000000066107	NA	NA	11.2767093393286	NA	NA	NB	NB	Poisson	Poisson
190155	22052963.4264282	0.997505844537049	0.997505844537157	59946169.7513693	0.998397750398243	0.999996762100542	22134576.7947392	0.998489684769246	0.999853324140808	0	0.00454545454545455	-0.00454545454545455	0.318414134768154	0.527403331049286	0.598494364974918	0.768187528833386	yes	61	219	0	1	0	1	0.00355871886120996	0.00355871886120996	1	3.12221386969758e-35	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__; s__	1	1	NA	NA	NA	NA	16.7872551178508	18.7872932072951	20.7873292180574	24.0639644565183	29.7023572152963	35.3407478953924	4.00000000077772	NA	NA	11.2767093394452	NA	NA	Poisson	Poisson	Poisson	Poisson
175261	1.09852813852504	0.389549569314935	0.796004394911401	1.09852813852814	0.689852800440703	0.999996762100542	1.09852106218587	0.689873472452478	0.999853324140808	1.72131147540984	1.89090909090909	-0.169597615499255	0.75014451969029	0.849765437544563	0.407797193237205	0.768187528833386	no	29	95	32	125	105	416	1.85409252669039	14.7393492628368	7.94962983273924	6.75862127938394e-28	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__; s__	0.08938087155292	1	0.286400861924793	0.753068446749832	0.286392749368649	0.719081362051153	1578.41460527585	1012.14966533246	1014.1499746555	1585.69131461452	1023.06472934046	1028.70339333283	1035.21449949891	885.143454794835	887.143900997838	1042.49120883758	896.058518802836	901.697319675173	NB	NB	NB	NB
175264	0.435714285236503	0.000121918871074158	0.000809138364285603	0.435714285714287	0.0729480519667209	0.520159608149125	0.435734757175622	0.0729632934491133	0.471156177058453	0.573770491803279	0.25	0.323770491803279	0.15472407524506	0.527403331049286	0.0301032770444094	0.312457729312464	no	47	194	14	26	35	55	0.320284697508897	1.21847991865785	3.80436507936508	6.97989670281571e-31	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__[Ruminococcus]; s__	1	1	NA	NA	NA	NA	495.502790789548	353.788610105542	355.788894848698	502.779500128215	364.703674113543	370.342313526033	4.0000000006694	NA	NA	11.2767093393369	NA	NA	NB	NB	Poisson	Poisson
